"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"KARNATAKA","JNE3751-KR-M","1","368.00","1","368.00"
"KARNATAKA","JNE3751-KR-S","1","368.00","1","368.00"
"WEST BENGAL","JNE3543-KR-S","1","368.00","1","368.00"
"WEST BENGAL","JNE3751-KR-L","1","368.00","1","368.00"
"WEST BENGAL","JNE3751-KR-M","1","368.00","1","368.00"
"GUJARAT","JNE3751-KR-XXXL","1","368.00","1","368.00"
"GUJARAT","JNE3786-KR-L","1","368.00","1","368.00"
"DELHI","JNE3566-KR-L","1","368.00","1","368.00"
"GUJARAT","JNE3793-KR-L","1","368.00","1","368.00"
"TELANGANA","JNE3537-KR-XS","1","367.00","1","367.00"
"MAHARASHTRA","JNE3676-TU-XS","1","367.00","1","367.00"
"PUNJAB","JNE3537-KR-XS","1","367.00","1","367.00"
"ANDHRA PRADESH","JNE3537-KR-S","1","367.00","1","367.00"
"TAMIL NADU","JNE3676-TU-XS","1","367.00","1","367.00"
"MAHARASHTRA","JNE3676-TU-M","1","367.00","1","367.00"
"DELHI","JNE3676-TU-S","1","367.00","1","367.00"
"TAMIL NADU","JNE3537-KR-XS","1","367.00","1","367.00"
"KERALA","JNE3537-KR-XS","1","367.00","1","367.00"
"DELHI","JNE3676-TU-L","1","367.00","1","367.00"
"ANDHRA PRADESH","J0294-TP-XS","1","366.00","1","366.00"
"KERALA","J0154-DR-XS","1","366.00","1","366.00"
"GUJARAT","JNE3365-KR-1052-XL","1","365.00","1","365.00"
"DELHI","J0120-TP-XL","1","365.00","1","365.00"
"TAMIL NADU","J0120-TP-XL","1","365.00","1","365.00"
"MADHYA PRADESH","J0120-TP-XXXL","1","365.00","1","365.00"
"DELHI","J0120-TP-XS","1","365.00","1","365.00"
"MAHARASHTRA","JNE3442-KR-XXL","1","365.00","1","365.00"
"WEST BENGAL","J0120-TP-XXXL","1","365.00","1","365.00"
"GUJARAT","JNE3758-KR-M","1","365.00","1","365.00"
"TELANGANA","JNE3758-KR-L","1","365.00","1","365.00"
"PUNJAB","J0120-TP-S","1","365.00","1","365.00"
"TELANGANA","J0184-KR-XS","1","365.00","1","365.00"
"TAMIL NADU","JNE3543-KR-XL","1","365.00","1","365.00"
"HARYANA","J0120-TP-S","1","365.00","1","365.00"
"HARYANA","J0184-KR-XXXL","1","365.00","1","365.00"
"GUJARAT","J0120-TP-L","1","365.00","1","365.00"
"MAHARASHTRA","J0120-TP-S","1","365.00","1","365.00"
"UTTARAKHAND","J0120-TP-XXL","1","365.00","1","365.00"
"ANDHRA PRADESH","J0184-KR-XS","1","365.00","1","365.00"
"UTTAR PRADESH","JNE3758-KR-XL","1","365.00","1","365.00"
"KARNATAKA","JNE3758-KR-XXL","1","365.00","1","365.00"
"GOA","JNE3543-KR-XXL","1","365.00","1","365.00"
"ANDHRA PRADESH","JNE3365-KR-1052-S","1","365.00","1","365.00"
"BIHAR","JNE3758-KR-XXL","1","365.00","1","365.00"
"KARNATAKA","J0120-TP-XXXL","1","365.00","1","365.00"
"TELANGANA","JNE3543-KR-XXL","1","365.00","1","365.00"
"KARNATAKA","J0120-TP-M","1","365.00","1","365.00"
"TELANGANA","JNE3543-KR-XL","1","365.00","1","365.00"
"DELHI","JNE3758-KR-XL","1","365.00","1","365.00"
"HIMACHAL PRADESH","JNE3543-KR-L","1","365.00","1","365.00"
"DELHI","JNE3758-KR-L","1","365.00","1","365.00"
"MAHARASHTRA","J0133-KR-A-L","1","364.00","1","364.00"
"MADHYA PRADESH","JNE3373-KR-S","1","364.00","1","364.00"
"DELHI","JNE3500-KR-XS","1","364.00","1","364.00"
"DELHI","JNE3500-KR-S","1","364.00","1","364.00"
"KERALA","JNE3500-KR-M","1","364.00","1","364.00"
"HARYANA","JNE3500-KR-XXL","1","364.00","1","364.00"
"GOA","JNE3500-KR-XXL","1","364.00","1","364.00"
"MEGHALAYA","JNE3373-KR-L","1","364.00","1","364.00"
"GUJARAT","JNE3500-KR-XXL","1","364.00","1","364.00"
"TELANGANA","JNE3500-KR-XXL","1","364.00","1","364.00"
"UTTAR PRADESH","JNE3500-KR-XS","1","364.00","1","364.00"
"TELANGANA","J0133-KR-A-M","1","364.00","1","364.00"
"HIMACHAL PRADESH","JNE3500-KR-XS","1","364.00","1","364.00"
"HARYANA","JNE3468-KR-XS","1","363.00","1","363.00"
"JHARKHAND","JNE3476-KR-M","1","363.00","1","363.00"
"UTTARAKHAND","JNE3468-KR-XXXL","1","363.00","1","363.00"
"MAHARASHTRA","JNE3461-KR-XS","1","363.00","1","363.00"
"DELHI","JNE3461-KR-XS","1","363.00","1","363.00"
"DELHI","JNE3476-KR-M","1","363.00","1","363.00"
"KERALA","JNE3476-KR-XL","1","363.00","1","363.00"
"KERALA","JNE3476-KR-XS","1","363.00","1","363.00"
"MAHARASHTRA","JNE3476-KR-XS","1","363.00","1","363.00"
"ODISHA","JNE3461-KR-XXL","1","363.00","1","363.00"
"MAHARASHTRA","JNE3476-KR-L","1","363.00","1","363.00"
"WEST BENGAL","JNE3461-KR-XXXL","1","363.00","1","363.00"
"ODISHA","JNE3461-KR-M","1","363.00","1","363.00"
"RAJASTHAN","JNE3461-KR-XXL","1","363.00","1","363.00"
"ANDHRA PRADESH","JNE3468-KR-XS","1","363.00","1","363.00"
"WEST BENGAL","JNE3476-KR-S","1","363.00","1","363.00"
"DELHI","J0075-KR-M","1","363.00","1","363.00"
"WEST BENGAL","JNE3461-KR-L","1","363.00","1","363.00"
"GOA","JNE3468-KR-XXXL","1","363.00","1","363.00"
"ODISHA","JNE3461-KR-XXXL","1","363.00","1","363.00"
"KERALA","JNE3476-KR-M","1","363.00","1","363.00"
"TELANGANA","JNE3476-KR-XL","1","363.00","1","363.00"
"TELANGANA","JNE3461-KR-XS","1","363.00","1","363.00"
"DADRA AND NAGAR","JNE3461-KR-XXXL","1","363.00","1","363.00"
"UTTARAKHAND","JNE3468-KR-XL","1","363.00","1","363.00"
"BIHAR","JNE3461-KR-M","1","363.00","1","363.00"
"BIHAR","JNE3461-KR-XXXL","1","363.00","1","363.00"
"TAMIL NADU","JNE3476-KR-XS","1","363.00","1","363.00"
"UTTARAKHAND","JNE3461-KR-XXXL","1","363.00","1","363.00"
"DELHI","JNE3476-KR-XS","1","363.00","1","363.00"
"PUNJAB","JNE3468-KR-XS","1","363.00","1","363.00"
"HARYANA","JNE3468-KR-XXXL","1","363.00","1","363.00"
"MADHYA PRADESH","JNE3451-KR-XS","1","362.00","1","362.00"
"MADHYA PRADESH","JNE3785-KR-XL","1","362.00","1","362.00"
"UTTAR PRADESH","J0164-DR-XS","1","362.00","1","362.00"
"UTTAR PRADESH","J0164-DR-L","1","362.00","1","362.00"
"DELHI","JNE3623-KR-M","1","362.00","1","362.00"
"KARNATAKA","JNE3467-KR-M","1","362.00","1","362.00"
"TELANGANA","JNE3623-KR-XS","1","362.00","1","362.00"
"MAHARASHTRA","JNE3483-KR-XXL","1","362.00","1","362.00"
"CHANDIGARH","JNE3487-KR-XXXL","1","362.00","1","362.00"
"RAJASTHAN","JNE3785-KR-XXL","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3451-KR-XL","1","362.00","1","362.00"
"MAHARASHTRA","JNE3623-KR-L","1","362.00","1","362.00"
"MAHARASHTRA","JNE3623-KR-XS","1","362.00","1","362.00"
"MAHARASHTRA","JNE3467-KR-XXXL","1","362.00","1","362.00"
"MAHARASHTRA","JNE3451-KR-XXL","1","362.00","1","362.00"
"TELANGANA","JNE3516-KR-E-S","1","362.00","1","362.00"
"CHANDIGARH","JNE3785-KR-XXXL","1","362.00","1","362.00"
"TELANGANA","JNE3752-KR-XXL","1","362.00","1","362.00"
"TELANGANA","JNE3483-KR-XXL","1","362.00","1","362.00"
"TELANGANA","JNE3752-KR-XXXL","1","362.00","1","362.00"
"TAMIL NADU","JNE3451-KR-M","1","362.00","1","362.00"
"TAMIL NADU","JNE3451-KR-XS","1","362.00","1","362.00"
"DELHI","J0132-KR-XL","1","362.00","1","362.00"
"WEST BENGAL","JNE3785-KR-S","1","362.00","1","362.00"
"KARNATAKA","JNE3516-KR-E-M","1","362.00","1","362.00"
"DELHI","J0132-KR-L","1","362.00","1","362.00"
"KERALA","J0132-KR-XL","1","362.00","1","362.00"
"KARNATAKA","JNE3516-KR-E-XL","1","362.00","1","362.00"
"WEST BENGAL","J0132-KR-L","1","362.00","1","362.00"
"WEST BENGAL","J0132-KR-XS","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3467-KR-XS","1","362.00","1","362.00"
"KARNATAKA","JNE3451-KR-M","1","362.00","1","362.00"
"TELANGANA","JNE3362-KR-XXXL","1","362.00","1","362.00"
"UTTARAKHAND","JNE3785-KR-XXL","1","362.00","1","362.00"
"MADHYA PRADESH","J0132-KR-XL","1","362.00","1","362.00"
"UTTARAKHAND","JNE3752-KR-M","1","362.00","1","362.00"
"MADHYA PRADESH","J0132-KR-XXXL","1","362.00","1","362.00"
"DELHI","JNE3608-KR-XXL","1","362.00","1","362.00"
"CHHATTISGARH","J0132-KR-XL","1","362.00","1","362.00"
"DELHI","JNE3487-KR-XXL","1","362.00","1","362.00"
"KARNATAKA","JNE3608-KR-L","1","362.00","1","362.00"
"UTTAR PRADESH","JNE3608-KR-L","1","362.00","1","362.00"
"DELHI","JNE3752-KR-XL","1","362.00","1","362.00"
"JHARKHAND","JNE3785-KR-XL","1","362.00","1","362.00"
"KARNATAKA","JNE3623-KR-S","1","362.00","1","362.00"
"KARNATAKA","JNE3623-KR-XS","1","362.00","1","362.00"
"KARNATAKA","JNE3623-KR-XXXL","1","362.00","1","362.00"
"TAMIL NADU","JNE3483-KR-L","1","362.00","1","362.00"
"TAMIL NADU","JNE3483-KR-XXL","1","362.00","1","362.00"
"HIMACHAL PRADESH","JNE3785-KR-M","1","362.00","1","362.00"
"RAJASTHAN","J0132-KR-XL","1","362.00","1","362.00"
"WEST BENGAL","JNE3623-KR-XXXL","1","362.00","1","362.00"
"KERALA","JNE3785-KR-S","1","362.00","1","362.00"
"RAJASTHAN","J0132-KR-XXL","1","362.00","1","362.00"
"PUNJAB","JNE3623-KR-M","1","362.00","1","362.00"
"BIHAR","JNE3752-KR-M","1","362.00","1","362.00"
"KARNATAKA","J0132-KR-L","1","362.00","1","362.00"
"KARNATAKA","J0132-KR-XL","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3516-KR-E-XL","1","362.00","1","362.00"
"BIHAR","JNE3608-KR-XS","1","362.00","1","362.00"
"WEST BENGAL","JNE3608-KR-XS","1","362.00","1","362.00"
"WEST BENGAL","JNE3608-KR-L","1","362.00","1","362.00"
"HARYANA","JNE3483-KR-L","1","362.00","1","362.00"
"TAMIL NADU","JNE3608-KR-S","1","362.00","1","362.00"
"KARNATAKA","JNE3752-KR-XXXL","1","362.00","1","362.00"
"CHHATTISGARH","JNE3785-KR-S","1","362.00","1","362.00"
"MAHARASHTRA","JNE3752-KR-XL","1","362.00","1","362.00"
"KARNATAKA","JNE3752-KR-XXL","1","362.00","1","362.00"
"KARNATAKA","JNE3785-KR-S","1","362.00","1","362.00"
"JAMMU & KASHMIR","JNE3623-KR-XXXL","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3623-KR-L","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3623-KR-XXXL","1","362.00","1","362.00"
"BIHAR","J0132-KR-XXL","1","362.00","1","362.00"
"ASSAM","JNE3608-KR-S","1","362.00","1","362.00"
"ODISHA","JNE3451-KR-XXL","1","362.00","1","362.00"
"KERALA","JNE3451-KR-L","1","362.00","1","362.00"
"MEGHALAYA","JNE3516-KR-E-M","1","362.00","1","362.00"
"DELHI","JNE3785-KR-XXXL","1","362.00","1","362.00"
"ODISHA","JNE3467-KR-XL","1","362.00","1","362.00"
"JHARKHAND","J0132-KR-XS","1","362.00","1","362.00"
"ASSAM","JNE3785-KR-L","1","362.00","1","362.00"
"MADHYA PRADESH","JNE3608-KR-XS","1","362.00","1","362.00"
"KERALA","JNE3623-KR-XXXL","1","362.00","1","362.00"
"TELANGANA","J0132-KR-XL","1","362.00","1","362.00"
"DADRA AND NAGAR","JNE3487-KR-XXXL","1","362.00","1","362.00"
"MADHYA PRADESH","JNE3623-KR-XS","1","362.00","1","362.00"
"ODISHA","JNE3752-KR-XXXL","1","362.00","1","362.00"
"ANDHRA PRADESH","JNE3785-KR-XXL","1","362.00","1","362.00"
"JHARKHAND","J0164-DR-XXL","1","362.00","1","362.00"
"KERALA","JNE3516-KR-E-S","1","362.00","1","362.00"
"DELHI","JNE3451-KR-L","1","362.00","1","362.00"
"GOA","JNE3785-KR-L","1","362.00","1","362.00"
"KERALA","JNE3728-KR-XL","1","361.00","1","361.00"
"TAMIL NADU","J0044-TP-S","1","361.00","1","361.00"
"MAHARASHTRA","JNE3539-KR-S","1","361.00","1","361.00"
"WEST BENGAL","JNE3539-KR-XXXL","1","361.00","1","361.00"
"MAHARASHTRA","JNE3728-KR-XL","1","361.00","1","361.00"
"ANDHRA PRADESH","JNE3477-KR-S","1","361.00","1","361.00"
"ANDHRA PRADESH","JNE3728-KR-S","1","361.00","1","361.00"
"CHANDIGARH","BTM039-PP-L","1","360.00","1","360.00"
"DELHI","J0089-TP-XXL","1","360.00","1","360.00"
"TAMIL NADU","J0085-TP-S","1","360.00","1","360.00"
"ANDHRA PRADESH","JNE3654-TP-M","1","360.00","1","360.00"
"SIKKIM","J0089-TP-XXL","1","360.00","1","360.00"
"WEST BENGAL","J0089-TP-XS","1","360.00","1","360.00"
"UTTAR PRADESH","J0190-TP-S","1","360.00","1","360.00"
"CHANDIGARH","JNE3654-TP-XL","1","360.00","1","360.00"
"TELANGANA","J0082-TP-XL","1","360.00","1","360.00"
"MAHARASHTRA","J0082-TP-L","1","360.00","1","360.00"
"TAMIL NADU","J0190-TP-S","1","360.00","1","360.00"
"ASSAM","J0085-TP-S","1","360.00","1","360.00"
"MAHARASHTRA","J0089-TP-XXXL","1","360.00","1","360.00"
"MADHYA PRADESH","J0082-TP-L","1","360.00","1","360.00"
"KARNATAKA","J0089-TP-S","1","360.00","1","360.00"
"MADHYA PRADESH","J0082-TP-XL","1","360.00","1","360.00"
"KARNATAKA","J0085-TP-XS","1","360.00","1","360.00"
"TELANGANA","BTM039-PP-XXXL","1","360.00","1","360.00"
"UTTAR PRADESH","BTM039-PP-M","1","360.00","1","360.00"
"ANDHRA PRADESH","JNE3500-KR-XXL","1","360.00","1","360.00"
"ANDHRA PRADESH","JNE3500-KR-XS","1","360.00","1","360.00"
"TELANGANA","BTM039-PP-S","1","360.00","1","360.00"
"UTTAR PRADESH","BTM039-PP-S","1","360.00","1","360.00"
"ASSAM","J0190-TP-L","1","360.00","1","360.00"
"UTTAR PRADESH","J0190-TP-L","1","360.00","1","360.00"
"TELANGANA","BTM039-PP-M","1","360.00","1","360.00"
"RAJASTHAN","BTM047-PP-L","1","360.00","1","360.00"
"TAMIL NADU","JNE3729-KR-XS","1","360.00","1","360.00"
"UTTARAKHAND","JNE3660-TP-N-L","1","360.00","1","360.00"
"KARNATAKA","J0082-TP-XXL","1","360.00","1","360.00"
"KARNATAKA","J0116-TP-XS","1","360.00","1","360.00"
"GUJARAT","BTM044-PP-XXXL","1","360.00","1","360.00"
"MAHARASHTRA","J0292-TP-XXXL","1","360.00","1","360.00"
"TAMIL NADU","BTM044-PP-XS","1","360.00","1","360.00"
"KARNATAKA","J0082-TP-XS","1","360.00","1","360.00"
"TAMIL NADU","BTM036-PP-S","1","360.00","1","360.00"
"WEST BENGAL","BTM036-PP-L","1","360.00","1","360.00"
"ANDHRA PRADESH","BTM039-PP-S","1","360.00","1","360.00"
"WEST BENGAL","BTM036-PP-XXXL","1","360.00","1","360.00"
"MAHARASHTRA","BTM036-PP-XXXL","1","360.00","1","360.00"
"KARNATAKA","JNE3729-KR-XL","1","360.00","1","360.00"
"WEST BENGAL","JNE3426-KR-S","1","360.00","1","360.00"
"HARYANA","J0116-TP-M","1","360.00","1","360.00"
"UTTARAKHAND","BTM039-PP-S","1","360.00","1","360.00"
"KARNATAKA","BTM036-PP-M","1","360.00","1","360.00"
"MAHARASHTRA","BTM037-PP-XS","1","360.00","1","360.00"
"MAHARASHTRA","BTM037-PP-XXXL","1","360.00","1","360.00"
"MADHYA PRADESH","BTM038-PP-XXXL","1","360.00","1","360.00"
"PUNJAB","BTM039-PP-M","1","360.00","1","360.00"
"GUJARAT","BTM039-PP-XXXL","1","360.00","1","360.00"
"TELANGANA","J0292-TP-XXL","1","360.00","1","360.00"
"GUJARAT","BTM039-PP-M","1","360.00","1","360.00"
"MAHARASHTRA","BTM039-PP-L","1","360.00","1","360.00"
"TAMIL NADU","BTM044-PP-XXXL","1","360.00","1","360.00"
"ANDHRA PRADESH","J0085-TP-S","1","360.00","1","360.00"
"UTTAR PRADESH","BTM044-PP-XXL","1","360.00","1","360.00"
"MAHARASHTRA","BTM039-PP-XS","1","360.00","1","360.00"
"TAMIL NADU","J0085-TP-M","1","360.00","1","360.00"
"RAJASTHAN","BTM036-PP-XXXL","1","360.00","1","360.00"
"ODISHA","BTM038-PP-L","1","360.00","1","360.00"
"KARNATAKA","BTM044-PP-M","1","360.00","1","360.00"
"KERALA","J0085-TP-XS","1","360.00","1","360.00"
"KARNATAKA","J0082-TP-XL","1","360.00","1","360.00"
"DELHI","J0089-TP-XXXL","1","360.00","1","360.00"
"HARYANA","J0089-TP-XL","1","360.00","1","360.00"
"HARYANA","BTM039-PP-XXXL","1","360.00","1","360.00"
"DELHI","BTM038-PP-XS","1","360.00","1","360.00"
"DELHI","BTM039-PP-S","1","360.00","1","360.00"
"WEST BENGAL","J0082-TP-XL","1","360.00","1","360.00"
"WEST BENGAL","J0082-TP-XXL","1","360.00","1","360.00"
"KERALA","J0082-TP-S","1","360.00","1","360.00"
"MADHYA PRADESH","JNE3654-TP-L","1","360.00","1","360.00"
"TAMIL NADU","J0082-TP-XL","1","360.00","1","360.00"
"MANIPUR","BTM044-PP-M","1","360.00","1","360.00"
"UTTAR PRADESH","J0082-TP-XXL","1","360.00","1","360.00"
"ASSAM","BTM039-PP-L","1","360.00","1","360.00"
"BIHAR","BTM036-PP-L","1","360.00","1","360.00"
"MANIPUR","JNE3654-TP-XXL","1","360.00","1","360.00"
"TAMIL NADU","J0190-TP-L","1","360.00","1","360.00"
"UTTAR PRADESH","J0116-TP-XXL","1","360.00","1","360.00"
"HARYANA","BTM044-PP-M","1","360.00","1","360.00"
"JHARKHAND","BTM039-PP-XXXL","1","360.00","1","360.00"
"UTTAR PRADESH","BTM039-PP-XXXL","1","360.00","1","360.00"
"BIHAR","BTM039-PP-M","1","360.00","1","360.00"
"BIHAR","JNE3654-TP-M","1","360.00","1","360.00"
"BIHAR","BTM039-PP-XL","1","360.00","1","360.00"
"UTTARAKHAND","JNE2199-KR-411-A-L","1","359.00","1","359.00"
"GOA","JNE2014-KR-178-XXXL","1","359.00","1","359.00"
"WEST BENGAL","JNE3641-TP-N-S","1","359.00","1","359.00"
"TRIPURA","JNE3641-TP-N-XS","1","359.00","1","359.00"
"GOA","JNE3476-KR-M","1","359.00","1","359.00"
"KARNATAKA","JNE3713-TP-N-S","1","359.00","1","359.00"
"HARYANA","JNE3653-TP-N-XL","1","359.00","1","359.00"
"WEST BENGAL","JNE3653-TP-N-XL","1","359.00","1","359.00"
"MAHARASHTRA","JNE3658-TP-XS","1","359.00","1","359.00"
"KERALA","J0075-KR-XS","1","359.00","1","359.00"
"BIHAR","J0075-KR-S","1","359.00","1","359.00"
"UTTAR PRADESH","J0112-TP-M","1","359.00","1","359.00"
"MEGHALAYA","JNE3653-TP-N-XXL","1","359.00","1","359.00"
"GUJARAT","JNE3653-TP-N-XXL","1","359.00","1","359.00"
"TAMIL NADU","JNE3658-TP-M","1","359.00","1","359.00"
"UTTAR PRADESH","JNE2014-KR-178-S","1","359.00","1","359.00"
"UTTAR PRADESH","JNE2199-KR-411-A-XXL","1","359.00","1","359.00"
"TAMIL NADU","JNE3641-TP-N-S","1","359.00","1","359.00"
"PUNJAB","JNE2014-KR-178-XXL","1","359.00","1","359.00"
"TELANGANA","JNE3713-TP-N-S","1","359.00","1","359.00"
"TAMIL NADU","JNE3641-TP-N-XS","1","359.00","1","359.00"
"TAMIL NADU","JNE3658-TP-XXL","1","359.00","1","359.00"
"MADHYA PRADESH","JNE2014-KR-178-XXL","1","359.00","1","359.00"
"MADHYA PRADESH","JNE2014-KR-178-XL","1","359.00","1","359.00"
"GUJARAT","JNE3658-TP-L","1","359.00","1","359.00"
"GUJARAT","JNE3658-TP-M","1","359.00","1","359.00"
"KARNATAKA","JNE2199-KR-411-A-M","1","359.00","1","359.00"
"CHHATTISGARH","JNE3641-TP-N-XS","1","359.00","1","359.00"
"KARNATAKA","JNE2199-KR-411-A-L","1","359.00","1","359.00"
"WEST BENGAL","JNE3658-TP-XL","1","359.00","1","359.00"
"HARYANA","JNE2014-KR-178-M","1","359.00","1","359.00"
"GUJARAT","JNE3713-TP-N-S","1","359.00","1","359.00"
"CHHATTISGARH","JNE3476-KR-M","1","359.00","1","359.00"
"KERALA","JNE3608-KR-L","1","359.00","1","359.00"
"KARNATAKA","JNE3658-TP-XS","1","359.00","1","359.00"
"ANDHRA PRADESH","JNE2014-KR-178-XXL","1","359.00","1","359.00"
"KERALA","J0112-TP-XL","1","359.00","1","359.00"
"RAJASTHAN","JNE3641-TP-N-XS","1","359.00","1","359.00"
"KARNATAKA","JNE3658-TP-L","1","359.00","1","359.00"
"ASSAM","J0112-TP-XS","1","359.00","1","359.00"
"KARNATAKA","J0112-TP-M","1","359.00","1","359.00"
"KERALA","JNE3608-KR-XXL","1","359.00","1","359.00"
"KARNATAKA","JNE3653-TP-N-XL","1","359.00","1","359.00"
"MAHARASHTRA","JNE3653-TP-N-XL","1","359.00","1","359.00"
"RAJASTHAN","JNE3658-TP-XXL","1","359.00","1","359.00"
"ASSAM","JNE2199-KR-411-A-L","1","359.00","1","359.00"
"GUJARAT","JNE3641-TP-N-XS","1","359.00","1","359.00"
"ODISHA","J0132-KR-L","1","358.00","1","358.00"
"DELHI","J0132-KR-XXXL","1","358.00","1","358.00"
"TELANGANA","J0132-KR-XS","1","358.00","1","358.00"
"DELHI","J0132-KR-XS","1","358.00","1","358.00"
"HIMACHAL PRADESH","JNE3623-KR-L","1","358.00","1","358.00"
"BIHAR","JNE3785-KR-XS","1","358.00","1","358.00"
"GUJARAT","JNE3752-KR-L","1","358.00","1","358.00"
"WEST BENGAL","JNE3785-KR-XS","1","358.00","1","358.00"
"JAMMU & KASHMIR","J0132-KR-XXXL","1","358.00","1","358.00"
"JHARKHAND","JNE3752-KR-M","1","358.00","1","358.00"
"CHHATTISGARH","JNE3608-KR-XXXL","1","358.00","1","358.00"
"NEW DELHI","JNE3785-KR-XXL","1","358.00","1","358.00"
"MAHARASHTRA","JNE3623-KR-XXXL","1","358.00","1","358.00"
"GUJARAT","JNE3796-KR-XXXL","1","358.00","1","358.00"
"DELHI","JNE3752-KR-L","1","358.00","1","358.00"
"JAMMU & KASHMIR","JNE3785-KR-XXXL","1","358.00","1","358.00"
"BIHAR","J0132-KR-XXXL","1","358.00","1","358.00"
"BIHAR","J0132-KR-XS","1","358.00","1","358.00"
"ANDHRA PRADESH","J0132-KR-XXL","1","358.00","1","358.00"
"MAHARASHTRA","JNE2305-KR-533-XXL","1","357.00","1","357.00"
"BIHAR","SET241-KR-PP-M","1","357.00","1","357.00"
"ANDAMAN & NICOBAR","JNE2305-KR-533-XL","1","357.00","1","357.00"
"KARNATAKA","JNE2100-KR-144-S","1","357.00","1","357.00"
"GUJARAT","JNE1906-KR-031-XXXL","1","357.00","1","357.00"
"JHARKHAND","JNE2100-KR-144-L","1","357.00","1","357.00"
"CHHATTISGARH","JNE2305-KR-533-S","1","357.00","1","357.00"
"GUJARAT","JNE3758-KR-XXL","1","357.00","1","357.00"
"RAJASTHAN","JNE2305-KR-533-S","1","357.00","1","357.00"
"TELANGANA","SET241-KR-PP-M","1","357.00","1","357.00"
"TELANGANA","SET241-KR-PP-S","1","357.00","1","357.00"
"ASSAM","JNE2100-KR-144-XXL","1","357.00","1","357.00"
"KARNATAKA","JNE3758-KR-XXXL","1","357.00","1","357.00"
"MAHARASHTRA","SET241-KR-PP-XS","1","357.00","1","357.00"
"HARYANA","JNE3758-KR-L","1","357.00","1","357.00"
"KERALA","JNE1906-KR-031-M","1","357.00","1","357.00"
"GUJARAT","JNE3758-KR-L","1","357.00","1","357.00"
"WEST BENGAL","JNE3758-KR-XS","1","357.00","1","357.00"
"ANDHRA PRADESH","JNE2305-KR-533-XS","1","357.00","1","357.00"
"RAJASTHAN","JNE3758-KR-XXXL","1","357.00","1","357.00"
"ANDHRA PRADESH","JNE3543-KR-XL","1","357.00","1","357.00"
"GOA","JNE3543-KR-S","1","357.00","1","357.00"
"MAHARASHTRA","SET241-KR-PP-M","1","357.00","1","357.00"
"KERALA","JNE2100-KR-144-L","1","357.00","1","357.00"
"KERALA","JNE2100-KR-144-S","1","357.00","1","357.00"
"MEGHALAYA","JNE2100-KR-144-L","1","357.00","1","357.00"
"KERALA","JNE3758-KR-XXL","1","357.00","1","357.00"
"ASSAM","JNE1906-KR-031-M","1","357.00","1","357.00"
"KARNATAKA","JNE3758-KR-XL","1","357.00","1","357.00"
"KARNATAKA","JNE3758-KR-M","1","357.00","1","357.00"
"MADHYA PRADESH","JNE1906-KR-031-S","1","357.00","1","357.00"
"MADHYA PRADESH","JNE1906-KR-031-XS","1","357.00","1","357.00"
"KARNATAKA","JNE2305-KR-533-XXL","1","357.00","1","357.00"
"DELHI","JNE2100-KR-144-S","1","357.00","1","357.00"
"NEW DELHI","SET241-KR-PP-S","1","357.00","1","357.00"
"PUDUCHERRY","JNE3758-KR-S","1","357.00","1","357.00"
"TELANGANA","JNE2305-KR-533-S","1","357.00","1","357.00"
"PUNJAB","JNE2305-KR-533-XXL","1","357.00","1","357.00"
"ANDHRA PRADESH","JNE2100-KR-144-S","1","357.00","1","357.00"
"TAMIL NADU","JNE3758-KR-L","1","357.00","1","357.00"
"MADHYA PRADESH","JNE2305-KR-533-L","1","357.00","1","357.00"
"UTTAR PRADESH","JNE2305-KR-533-S","1","357.00","1","357.00"
"GOA","JNE2305-KR-533-L","1","357.00","1","357.00"
"KERALA","JNE2305-KR-533-XXL","1","357.00","1","357.00"
"TAMIL NADU","SET241-KR-PP-XS","1","357.00","1","357.00"
"BIHAR","JNE2305-KR-533-XS","1","357.00","1","357.00"
"BIHAR","JNE2305-KR-533-S","1","357.00","1","357.00"
"MAHARASHTRA","JNE3758-KR-S","1","357.00","1","357.00"
"MAHARASHTRA","JNE3758-KR-XXXL","1","357.00","1","357.00"
"HIMACHAL PRADESH","JNE3566-KR-L","1","357.00","1","357.00"
"UTTAR PRADESH","JNE2100-KR-144-XXL","1","357.00","1","357.00"
"UTTAR PRADESH","JNE2100-KR-144-XL","1","357.00","1","357.00"
"UTTAR PRADESH","JNE2100-KR-144-M","1","357.00","1","357.00"
"TAMIL NADU","JNE3566-KR-XXL","1","357.00","1","357.00"
"ODISHA","JNE2305-KR-533-S","1","357.00","1","357.00"
"UTTAR PRADESH","JNE3566-KR-L","1","357.00","1","357.00"
"HIMACHAL PRADESH","JNE3543-KR-M","1","357.00","1","357.00"
"PUDUCHERRY","JNE2305-KR-533-S","1","357.00","1","357.00"
"WEST BENGAL","JNE2305-KR-533-S","1","357.00","1","357.00"
"MEGHALAYA","JNE2100-KR-144-M","1","357.00","1","357.00"
"UTTAR PRADESH","SET241-KR-PP-XS","1","357.00","1","357.00"
"RAJASTHAN","JNE3758-KR-XXL","1","357.00","1","357.00"
